transaction_id,country,channel,device,amount,num_items,coupon_applied,is_fraud,risk_score,risk_category
3858,JP,web,desktop,112.08,5,1,0,58,MEDIUM
5862,US,web,mobile,130.02,2,1,0,60,MEDIUM
3146,IN,web,mobile,86.03,4,1,0,58,MEDIUM
3306,DE,social,desktop,6.7,5,1,0,49,LOW
3007,IN,web,mobile,47.25,1,0,0,51,MEDIUM
9002,IN,ads,desktop,109.24,3,1,0,56,MEDIUM
7771,BR,web,mobile,50.24,2,0,0,51,MEDIUM
7439,AU,web,desktop,32.98,3,0,0,49,LOW
7943,US,web,desktop,39.4,4,0,0,49,LOW
9239,US,ads,mobile,25.93,2,1,0,52,MEDIUM
1057,AU,web,mobile,35.23,1,0,0,56,MEDIUM
3155,DE,email,mobile,33.8,3,0,0,55,MEDIUM
3788,US,ads,mobile,9.62,7,0,0,57,MEDIUM
9190,US,web,tablet,97.46,4,0,0,47,LOW
7826,IN,web,mobile,71.32,2,0,0,53,MEDIUM
7540,UK,app,mobile,59.75,3,0,0,59,MEDIUM
7232,JP,app,mobile,108.09,1,0,0,61,MEDIUM
765,ES,app,mobile,44.52,4,0,0,49,LOW
5020,ES,web,desktop,275.78,5,0,1,68,MEDIUM
4904,FR,app,tablet,111.53,6,1,0,59,MEDIUM
8094,AU,web,mobile,49.08,2,0,0,51,MEDIUM
6844,US,app,mobile,64.89,2,1,0,50,MEDIUM
2166,US,web,desktop,78.84,5,0,0,61,MEDIUM
1863,ES,web,mobile,19.03,3,0,0,53,MEDIUM
7851,US,app,desktop,76.8,2,1,0,48,LOW
9124,ES,app,mobile,13.16,2,0,0,55,MEDIUM
2341,FR,app,mobile,54.84,4,1,0,57,MEDIUM
5528,DE,ads,mobile,215.74,3,1,1,66,MEDIUM
6744,DE,ads,mobile,28.61,3,1,0,52,MEDIUM
4004,US,web,desktop,44.72,2,0,0,47,LOW
1124,US,web,desktop,37.98,4,1,0,46,LOW
8710,UK,web,mobile,88.38,2,0,0,53,MEDIUM
4050,CA,web,mobile,65.43,4,0,0,53,MEDIUM
7641,US,app,mobile,55.03,1,1,0,47,LOW
766,DE,ads,desktop,23.38,3,0,0,52,MEDIUM
2345,DE,social,tablet,102.03,2,0,0,49,LOW
4072,IN,app,mobile,138.47,2,0,0,54,MEDIUM
7217,FR,ads,mobile,50.9,3,0,0,58,MEDIUM
4217,AU,web,mobile,2.94,3,0,0,53,MEDIUM
7953,US,web,mobile,75.01,1,0,0,53,MEDIUM
5971,IN,app,mobile,35.74,4,0,0,57,MEDIUM
3351,ES,web,desktop,5.29,3,0,0,51,MEDIUM
4696,BR,app,mobile,20.5,2,0,0,50,MEDIUM
3400,US,web,tablet,121.89,3,1,0,49,LOW
4082,FR,app,desktop,81.51,4,0,0,50,MEDIUM
9150,JP,email,desktop,9.29,1,0,0,50,MEDIUM
1225,CA,app,mobile,57.0,4,0,0,51,MEDIUM
6293,ES,web,tablet,155.01,2,0,0,61,MEDIUM
3123,JP,app,desktop,53.63,4,0,0,50,MEDIUM
511,IN,web,mobile,91.95,2,0,0,58,MEDIUM
5795,BR,ads,tablet,91.14,5,0,0,54,MEDIUM
8182,UK,web,desktop,56.96,3,0,0,51,MEDIUM
9418,US,web,tablet,82.0,6,0,0,50,MEDIUM
97,BR,web,tablet,65.09,4,0,0,47,LOW
6682,FR,ads,mobile,22.33,5,0,0,59,MEDIUM
1513,UK,app,mobile,24.61,4,0,0,52,MEDIUM
8792,US,web,mobile,90.84,6,0,0,56,MEDIUM
120,CA,web,tablet,40.84,3,0,0,45,LOW
7792,FR,app,desktop,35.69,4,1,0,45,LOW
6518,AU,ads,mobile,46.71,6,1,0,54,MEDIUM
34,AU,email,desktop,128.51,2,0,0,57,MEDIUM
7888,DE,social,desktop,30.15,3,0,0,56,MEDIUM
6831,ES,web,desktop,76.84,3,0,0,58,MEDIUM
5422,DE,web,desktop,19.74,4,0,0,51,MEDIUM
1069,FR,app,mobile,153.56,3,0,0,60,MEDIUM
1348,ES,web,desktop,52.08,3,0,0,51,MEDIUM
4748,IN,web,tablet,140.22,4,0,0,59,MEDIUM
6006,FR,web,tablet,159.54,6,0,0,59,MEDIUM
6040,DE,web,desktop,47.04,4,0,0,56,MEDIUM
3818,US,social,mobile,136.04,3,1,0,62,MEDIUM
8447,JP,app,mobile,67.19,3,0,0,52,MEDIUM
5270,DE,web,desktop,113.75,3,1,0,53,MEDIUM
6898,AU,web,mobile,6.83,2,0,0,49,LOW
5310,AU,ads,mobile,146.44,4,0,0,59,MEDIUM
32,FR,web,mobile,181.2,3,0,0,60,MEDIUM
5675,UK,app,tablet,21.63,7,1,0,48,LOW
4387,DE,web,mobile,60.85,7,0,0,63,MEDIUM
30,AU,app,mobile,74.02,3,0,0,51,MEDIUM
4203,US,web,mobile,130.58,3,0,0,64,MEDIUM
7508,DE,app,mobile,93.25,4,0,0,59,MEDIUM
736,UK,web,tablet,44.5,1,0,0,44,LOW
2068,BR,social,mobile,90.66,3,0,0,53,MEDIUM
107,JP,app,mobile,84.79,4,0,0,54,MEDIUM
9645,US,app,mobile,33.08,2,0,0,50,MEDIUM
8895,ES,web,desktop,86.09,1,1,0,54,MEDIUM
8021,AU,ads,mobile,38.92,4,0,0,54,MEDIUM
2233,FR,web,desktop,56.86,2,0,0,51,MEDIUM
994,UK,web,mobile,36.04,3,0,0,51,MEDIUM
9413,BR,app,desktop,162.9,2,0,0,55,MEDIUM
7059,US,app,tablet,124.32,3,1,0,56,MEDIUM
6790,IN,app,mobile,34.13,5,1,0,53,MEDIUM
361,US,web,desktop,61.91,5,1,0,51,MEDIUM
305,FR,web,mobile,24.39,1,1,0,49,LOW
2628,IN,web,desktop,14.73,3,0,0,56,MEDIUM
8966,IN,web,mobile,29.39,3,0,1,53,MEDIUM
4514,ES,web,mobile,226.94,4,0,0,64,MEDIUM
5911,US,app,desktop,12.59,2,1,0,46,LOW
8314,AU,web,mobile,66.78,2,0,0,58,MEDIUM
3101,CA,email,mobile,212.35,3,0,0,69,MEDIUM
5704,US,web,desktop,168.63,1,0,0,57,MEDIUM
3899,US,app,tablet,44.53,5,0,0,47,LOW
5441,US,web,mobile,118.06,3,0,0,64,MEDIUM
7931,US,email,mobile,112.74,1,0,0,66,MEDIUM
622,FR,ads,mobile,63.87,2,0,0,53,MEDIUM
7236,CA,ads,mobile,43.78,1,1,0,57,MEDIUM
2499,UK,app,desktop,18.94,3,0,0,48,LOW
714,US,web,desktop,45.49,5,1,0,57,MEDIUM
8404,AU,web,mobile,18.44,3,1,0,51,MEDIUM
2856,US,ads,mobile,79.7,5,0,0,59,MEDIUM
4270,US,web,mobile,55.6,6,0,0,58,MEDIUM
2909,ES,web,mobile,115.17,7,0,1,67,MEDIUM
8081,ES,web,mobile,11.98,2,0,0,48,LOW
4517,BR,ads,mobile,268.9,2,0,1,73,HIGH
1262,UK,social,mobile,59.23,3,0,0,55,MEDIUM
3161,JP,ads,mobile,90.24,2,0,0,53,MEDIUM
971,FR,web,tablet,209.31,1,0,0,58,MEDIUM
3913,UK,web,desktop,140.92,2,0,0,52,MEDIUM
5199,IN,app,mobile,18.87,2,1,0,45,LOW
8847,DE,social,mobile,48.44,3,0,0,58,MEDIUM
260,IN,app,desktop,151.14,2,0,1,56,MEDIUM
3791,UK,ads,mobile,290.15,1,0,1,65,MEDIUM
9203,FR,social,mobile,106.17,5,0,0,67,MEDIUM
488,DE,app,desktop,37.56,2,0,0,48,LOW
7908,FR,web,mobile,71.61,3,0,0,53,MEDIUM
519,AU,app,mobile,51.56,4,0,0,51,MEDIUM
8343,DE,web,mobile,79.63,3,0,0,53,MEDIUM
312,US,web,desktop,84.67,3,1,0,48,LOW
3232,IN,app,mobile,63.6,3,0,0,59,MEDIUM
7933,ES,app,desktop,22.95,3,0,0,50,MEDIUM
7458,UK,app,mobile,362.65,2,0,1,73,HIGH
9784,ES,web,mobile,169.9,5,0,0,64,MEDIUM
5184,FR,web,mobile,105.84,2,0,0,55,MEDIUM
8077,CA,web,mobile,175.67,3,0,0,63,MEDIUM
6502,IN,app,mobile,29.68,3,0,0,49,LOW
6791,ES,web,mobile,14.1,4,0,0,58,MEDIUM
7773,IN,web,desktop,19.53,4,1,0,47,LOW
2738,AU,app,mobile,62.16,2,1,0,47,LOW
7842,DE,social,tablet,19.58,5,0,0,49,LOW
6262,ES,web,mobile,26.84,4,0,0,58,MEDIUM
8206,UK,app,desktop,9.34,1,0,0,45,LOW
1248,UK,web,desktop,17.24,4,0,0,56,MEDIUM
9336,ES,web,desktop,210.21,4,0,0,63,MEDIUM
4195,UK,app,desktop,24.77,3,0,0,47,LOW
8001,DE,web,mobile,55.06,3,0,0,60,MEDIUM
7378,IN,social,mobile,66.51,4,0,0,55,MEDIUM
3435,US,web,desktop,22.96,3,1,0,46,LOW
5382,FR,ads,tablet,31.99,3,1,0,46,LOW
959,US,ads,mobile,42.51,3,0,0,56,MEDIUM
417,IN,email,desktop,11.96,3,0,0,53,MEDIUM
5742,UK,web,mobile,11.6,4,1,0,51,MEDIUM
6728,US,web,mobile,22.98,5,0,0,56,MEDIUM
4382,UK,app,mobile,67.59,5,0,0,54,MEDIUM
5197,ES,app,desktop,61.47,4,0,0,49,LOW
1113,BR,app,mobile,103.26,5,0,1,61,MEDIUM
2689,JP,web,mobile,128.12,4,0,0,57,MEDIUM
6473,US,ads,mobile,72.36,5,0,0,59,MEDIUM
8820,US,web,desktop,19.07,5,1,0,57,MEDIUM
7808,UK,app,mobile,49.83,2,0,0,47,LOW
3411,JP,web,mobile,59.98,7,1,0,54,MEDIUM
81,US,web,mobile,14.68,5,0,0,61,MEDIUM
4614,BR,app,mobile,58.07,5,0,0,55,MEDIUM
1374,AU,web,mobile,110.15,3,0,0,64,MEDIUM
1510,IN,app,tablet,43.54,2,0,0,50,MEDIUM
6443,UK,web,mobile,90.32,3,0,0,53,MEDIUM
3071,UK,app,mobile,49.59,2,0,0,47,LOW
3016,DE,web,mobile,55.23,2,0,0,51,MEDIUM
4823,FR,web,mobile,121.6,6,0,0,67,MEDIUM
7822,UK,app,desktop,89.16,1,0,0,48,LOW
93,ES,web,mobile,202.61,4,1,0,63,MEDIUM
9421,UK,app,mobile,16.39,3,0,0,49,LOW
6600,US,web,desktop,98.04,4,0,0,58,MEDIUM
4443,IN,ads,mobile,122.21,3,1,0,60,MEDIUM
7602,DE,web,desktop,172.52,5,0,0,61,MEDIUM
3835,BR,app,mobile,42.24,4,0,0,52,MEDIUM
9702,US,web,mobile,68.19,5,1,0,56,MEDIUM
4322,CA,ads,mobile,81.6,3,0,0,56,MEDIUM
3394,FR,app,desktop,64.42,2,0,0,47,LOW
4752,ES,social,desktop,33.22,2,0,0,54,MEDIUM
7229,IN,social,tablet,73.9,2,1,0,44,LOW
9191,IN,app,mobile,24.39,5,1,0,50,MEDIUM
2361,ES,email,mobile,45.46,2,0,0,60,MEDIUM
1148,DE,web,mobile,60.33,2,0,0,51,MEDIUM
5666,IN,web,mobile,148.36,4,0,0,64,MEDIUM
8075,FR,web,desktop,48.23,6,0,0,52,MEDIUM
4943,CA,web,mobile,171.23,2,0,0,59,MEDIUM
3663,UK,web,mobile,37.01,6,0,0,61,MEDIUM
1563,US,web,desktop,45.32,2,1,0,44,LOW
4113,IN,email,mobile,48.25,2,1,0,51,MEDIUM
9050,US,social,mobile,45.13,3,0,1,58,MEDIUM
9276,ES,app,desktop,63.12,3,0,0,57,MEDIUM
8538,UK,email,mobile,31.31,4,0,1,55,MEDIUM
795,US,app,mobile,42.18,5,0,0,60,MEDIUM
5854,US,ads,mobile,102.92,2,0,0,58,MEDIUM
7619,US,app,mobile,73.53,2,1,0,48,LOW
1594,IN,web,tablet,19.63,3,0,0,45,LOW
7418,FR,ads,mobile,39.38,5,0,0,57,MEDIUM
5267,DE,web,mobile,30.17,4,1,0,56,MEDIUM
7147,UK,web,desktop,18.4,3,0,0,48,LOW
89,US,app,mobile,88.71,6,0,0,55,MEDIUM
8695,UK,web,mobile,23.73,4,0,0,53,MEDIUM
9732,BR,ads,mobile,62.99,7,0,0,58,MEDIUM
9446,US,web,desktop,119.65,5,0,0,60,MEDIUM
6754,IN,social,desktop,148.71,3,1,0,53,MEDIUM
3502,IN,web,mobile,62.43,2,0,0,50,MEDIUM
2234,DE,web,mobile,40.8,4,0,0,50,MEDIUM
2803,US,web,mobile,77.54,1,0,0,50,MEDIUM
4424,DE,web,desktop,74.85,1,0,0,56,MEDIUM
5663,US,app,desktop,184.96,4,0,0,58,MEDIUM
7170,UK,web,desktop,18.22,6,0,0,54,MEDIUM
8337,IN,web,mobile,46.14,3,0,0,58,MEDIUM
2148,JP,web,desktop,101.08,7,0,0,58,MEDIUM
7969,AU,web,desktop,34.3,7,0,1,59,MEDIUM
6551,JP,app,desktop,253.1,2,0,0,59,MEDIUM
7643,IN,app,desktop,112.47,3,0,0,61,MEDIUM
6164,JP,web,mobile,44.29,3,1,0,56,MEDIUM
1495,ES,app,desktop,67.4,2,0,0,50,MEDIUM
7696,ES,app,mobile,52.32,3,0,1,59,MEDIUM
7094,IN,web,desktop,95.34,4,0,0,51,MEDIUM
1409,ES,web,mobile,130.44,4,0,0,57,MEDIUM
6691,US,web,mobile,26.06,4,0,0,53,MEDIUM
3401,BR,web,mobile,106.77,2,0,0,55,MEDIUM
109,ES,web,desktop,71.79,2,1,0,47,LOW
5636,US,web,desktop,165.23,3,0,0,58,MEDIUM
8482,US,ads,desktop,198.32,2,0,0,59,MEDIUM
6604,UK,web,mobile,86.17,2,0,0,53,MEDIUM
1091,AU,app,mobile,138.35,4,0,1,58,MEDIUM
5560,AU,web,desktop,40.44,3,0,0,49,LOW
9412,IN,web,mobile,117.4,4,0,0,57,MEDIUM
8143,ES,app,mobile,130.77,2,0,0,54,MEDIUM
8664,JP,web,mobile,38.24,3,0,0,50,MEDIUM
6596,UK,web,mobile,10.02,1,1,0,46,LOW
624,CA,web,desktop,16.15,2,0,0,54,MEDIUM
6871,DE,app,mobile,46.64,4,0,0,50,MEDIUM
4814,US,app,desktop,130.95,3,0,1,61,MEDIUM
6553,UK,app,desktop,42.09,2,0,0,48,LOW
7530,JP,web,desktop,31.3,3,0,0,49,LOW
5796,JP,app,mobile,62.79,2,0,0,50,MEDIUM
7437,DE,web,mobile,156.74,2,0,0,66,MEDIUM
4218,BR,web,mobile,11.9,6,0,0,56,MEDIUM
5941,US,web,mobile,15.75,4,0,0,50,MEDIUM
8501,JP,web,mobile,71.44,2,1,0,49,LOW
6429,AU,app,mobile,36.77,3,0,0,52,MEDIUM
6827,IN,app,mobile,114.03,6,0,0,66,MEDIUM
4131,IN,web,mobile,20.69,5,0,0,53,MEDIUM
7802,FR,web,tablet,131.29,5,1,0,55,MEDIUM
7754,DE,web,desktop,47.95,3,1,0,54,MEDIUM
4722,US,social,mobile,62.62,4,1,0,51,MEDIUM
1651,UK,web,desktop,172.24,4,1,1,59,MEDIUM
4141,DE,app,desktop,122.91,3,0,0,54,MEDIUM
1618,IN,app,mobile,42.51,4,1,0,47,LOW
2030,DE,web,desktop,51.14,2,1,0,46,LOW
8518,JP,app,mobile,7.75,2,1,0,46,LOW
4576,AU,web,mobile,62.16,5,0,0,63,MEDIUM
3993,CA,app,mobile,83.22,4,0,0,52,MEDIUM
7377,DE,social,desktop,135.1,1,1,1,53,MEDIUM
6150,DE,web,mobile,93.6,1,0,0,53,MEDIUM
4909,US,app,mobile,51.31,4,0,0,51,MEDIUM
5027,JP,app,tablet,141.72,1,1,0,54,MEDIUM
8261,CA,web,mobile,24.96,1,0,0,51,MEDIUM
4732,US,app,mobile,257.29,3,0,0,63,MEDIUM
7549,JP,app,mobile,58.11,1,0,0,52,MEDIUM
8135,UK,app,mobile,90.49,1,0,0,57,MEDIUM
1607,DE,app,mobile,87.12,5,0,0,54,MEDIUM
4774,BR,ads,mobile,29.83,2,0,0,52,MEDIUM
8110,FR,web,desktop,102.18,1,0,0,55,MEDIUM
6952,FR,ads,mobile,26.68,6,0,0,59,MEDIUM
6005,IN,email,mobile,45.16,5,0,0,65,MEDIUM
7729,JP,app,mobile,47.41,2,1,0,46,LOW
3542,IN,app,mobile,44.88,1,0,0,55,MEDIUM
389,FR,web,desktop,193.17,2,0,1,56,MEDIUM
1795,IN,app,desktop,81.29,1,0,0,50,MEDIUM
8732,FR,app,mobile,55.97,3,1,0,57,MEDIUM
4920,US,web,mobile,128.2,8,1,0,65,MEDIUM
5538,DE,web,tablet,44.69,4,1,0,51,MEDIUM
3873,US,app,mobile,32.6,2,0,0,48,LOW
8869,FR,app,desktop,525.66,5,0,1,76,HIGH
2255,FR,web,tablet,272.56,5,0,0,62,MEDIUM
3413,UK,app,mobile,56.3,2,1,0,50,MEDIUM
5460,IN,web,tablet,163.03,5,0,0,66,MEDIUM
4956,FR,app,mobile,143.72,6,1,0,59,MEDIUM
7397,FR,app,mobile,194.89,4,0,0,60,MEDIUM
5415,CA,web,mobile,103.81,2,1,0,55,MEDIUM
7400,UK,ads,mobile,166.73,2,0,0,61,MEDIUM
7415,JP,web,mobile,42.85,4,0,0,53,MEDIUM
9101,JP,app,desktop,57.57,3,0,0,57,MEDIUM
4852,FR,app,mobile,60.2,2,0,0,57,MEDIUM
2026,US,app,mobile,222.71,4,0,1,63,MEDIUM
2616,CA,app,desktop,17.21,1,0,0,46,LOW
7389,BR,web,desktop,82.26,2,0,0,56,MEDIUM
2927,ES,web,mobile,42.56,5,0,0,61,MEDIUM
1122,UK,app,mobile,73.94,3,0,0,52,MEDIUM
2911,JP,ads,mobile,115.51,2,0,0,65,MEDIUM
8147,IN,app,desktop,92.53,5,0,0,53,MEDIUM
7384,AU,app,mobile,44.28,2,0,0,50,MEDIUM
3483,IN,ads,mobile,61.61,7,0,0,61,MEDIUM
796,AU,social,mobile,178.04,4,1,0,58,MEDIUM
1576,JP,web,mobile,22.2,2,0,0,56,MEDIUM
6177,ES,web,mobile,22.45,3,0,0,51,MEDIUM
6267,CA,ads,tablet,38.14,4,0,0,56,MEDIUM
2459,JP,web,desktop,25.7,3,0,0,48,LOW
3313,AU,app,desktop,74.31,4,0,0,50,MEDIUM
1254,IN,social,desktop,53.06,4,1,0,48,LOW
6835,IN,web,mobile,69.78,3,0,0,52,MEDIUM
8795,DE,ads,desktop,165.99,4,0,0,64,MEDIUM
3838,US,web,desktop,83.08,3,0,0,51,MEDIUM
4399,CA,email,desktop,19.11,2,0,0,51,MEDIUM
3596,US,web,mobile,29.11,2,0,0,49,LOW
6622,CA,web,mobile,38.96,2,1,0,54,MEDIUM
8383,ES,app,mobile,39.62,1,0,0,48,LOW
2125,US,social,desktop,72.81,1,0,0,48,LOW
3239,US,app,desktop,24.91,2,0,0,46,LOW
5404,US,email,mobile,52.44,2,0,0,55,MEDIUM
5999,FR,web,mobile,51.93,3,0,0,52,MEDIUM
5939,DE,web,desktop,78.96,3,1,0,49,LOW
2046,US,web,mobile,63.28,3,0,0,60,MEDIUM
1579,ES,email,mobile,13.77,1,0,0,60,MEDIUM
15,CA,ads,mobile,129.11,3,0,0,59,MEDIUM
2674,AU,web,desktop,102.13,2,0,0,60,MEDIUM
7017,CA,web,mobile,34.13,6,1,0,54,MEDIUM
8721,IN,app,mobile,85.31,3,1,0,57,MEDIUM
8850,ES,app,mobile,65.27,2,1,0,48,LOW
4813,CA,app,mobile,62.79,3,0,0,52,MEDIUM
1085,BR,app,desktop,85.41,1,0,0,48,LOW
4984,UK,app,desktop,72.38,2,0,0,55,MEDIUM
7156,US,web,desktop,23.31,2,0,0,54,MEDIUM
2885,IN,web,desktop,167.84,3,1,0,57,MEDIUM
334,JP,web,desktop,67.31,1,0,0,48,LOW
7205,AU,email,tablet,130.51,4,0,0,63,MEDIUM
4368,IN,app,mobile,42.78,4,1,0,55,MEDIUM
3080,ES,web,mobile,78.79,4,0,0,53,MEDIUM
7204,US,web,mobile,204.02,4,0,0,72,HIGH
9910,CA,app,desktop,61.5,5,0,0,55,MEDIUM
8865,ES,web,mobile,41.79,2,0,0,49,LOW
264,JP,web,desktop,154.8,6,0,0,61,MEDIUM
4338,IN,app,mobile,64.44,2,1,0,55,MEDIUM
8896,DE,web,mobile,69.42,3,0,0,52,MEDIUM
8448,BR,email,desktop,77.68,4,1,0,55,MEDIUM
5904,UK,app,tablet,68.88,4,0,0,54,MEDIUM
1499,IN,web,mobile,107.72,4,1,0,57,MEDIUM
4191,IN,app,mobile,20.62,4,0,0,52,MEDIUM
7486,JP,web,tablet,127.34,4,0,1,52,MEDIUM
9644,UK,app,mobile,157.18,6,0,0,63,MEDIUM
8311,CA,web,mobile,92.13,1,0,0,58,MEDIUM
7591,ES,web,mobile,207.1,3,0,0,67,MEDIUM
501,JP,app,desktop,26.52,1,0,1,53,MEDIUM
9156,JP,social,desktop,188.01,5,1,1,67,MEDIUM
9415,CA,web,mobile,35.97,5,0,0,56,MEDIUM
3096,CA,web,mobile,25.84,3,1,0,56,MEDIUM
4632,CA,app,mobile,18.63,1,0,0,47,LOW
368,FR,email,mobile,90.2,5,0,0,67,MEDIUM
4059,IN,web,desktop,142.46,4,0,0,57,MEDIUM
8175,JP,app,tablet,22.52,3,0,0,45,LOW
4631,IN,app,mobile,254.8,2,0,1,64,MEDIUM
6071,CA,web,mobile,136.38,3,0,0,64,MEDIUM
2665,IN,web,mobile,157.49,4,0,0,63,MEDIUM
1027,US,app,tablet,82.17,3,0,0,54,MEDIUM
5909,CA,app,mobile,182.9,5,1,0,61,MEDIUM
5051,DE,web,tablet,35.68,1,0,0,43,LOW
6329,DE,web,mobile,110.13,5,0,0,62,MEDIUM
9734,US,web,desktop,63.18,3,0,0,51,MEDIUM
1692,AU,web,mobile,42.93,4,0,0,58,MEDIUM
674,UK,ads,mobile,22.87,6,0,0,64,MEDIUM
5573,US,web,desktop,60.43,2,1,0,47,LOW
5767,JP,app,tablet,60.32,2,1,0,50,MEDIUM
5157,US,social,mobile,30.53,5,0,0,53,MEDIUM
734,IN,social,mobile,33.94,5,0,0,54,MEDIUM
3527,ES,web,desktop,112.88,4,0,0,62,MEDIUM
569,IN,app,mobile,40.55,5,0,0,55,MEDIUM
9188,IN,web,mobile,34.38,2,1,0,49,LOW
2923,DE,ads,tablet,91.05,4,1,0,48,LOW
7912,JP,app,mobile,74.52,2,0,0,50,MEDIUM
1559,US,web,desktop,39.49,4,0,0,49,LOW
102,UK,app,desktop,68.53,5,0,0,55,MEDIUM
3008,DE,web,mobile,14.83,7,1,0,51,MEDIUM
7202,DE,ads,desktop,249.26,5,0,1,76,HIGH
304,UK,app,mobile,28.78,3,0,0,52,MEDIUM
77,US,email,desktop,73.5,3,0,0,54,MEDIUM
