transaction_id,user_id,timestamp,amount,country,device,channel,hour,dayofweek,coupon_applied,num_items,is_fraud
8848,3977,2023-03-11 11:30:00+00:00,22.79,in,mobile,web,11,5,False,3,False
322,4582,2023-03-09 09:44:00+00:00,19.11,de,mobile,web,9,3,False,4,False
2679,4052,2023-06-09 13:26:00+00:00,60.59,br,mobile,app,13,4,True,1,False
4626,2528,2023-07-24 22:27:00+00:00,54.98,uk,desktop,app,22,0,False,5,False
4950,2572,2023-03-14 20:07:00+00:00,191.74,in,desktop,web,20,1,True,3,True
8329,3665,2023-10-31 17:10:00+00:00,129.7,fr,mobile,web,17,1,True,1,False
3338,4058,2023-08-30 22:45:00+00:00,43.18,ca,mobile,app,22,2,False,2,False
5590,2772,2023-07-25 21:48:00+00:00,57.28,fr,mobile,social,21,1,False,2,False
252,4430,2023-06-13 20:23:00+00:00,10.96,in,desktop,web,20,1,False,2,False
3974,3492,2023-07-09 19:02:00+00:00,68.26,au,mobile,ads,19,6,True,2,False
6631,4838,2023-05-24 15:03:00+00:00,37.42,ca,mobile,web,15,2,False,4,False
5548,1979,2023-12-14 20:04:00+00:00,69.78,in,mobile,app,20,3,False,1,False
36,3300,2023-07-01 15:38:00+00:00,120.8,ca,desktop,app,15,5,False,3,False
8363,1929,2023-08-09 08:52:00+00:00,55.03,in,mobile,web,8,2,False,3,False
1514,3371,2023-02-19 03:53:00+00:00,32.27,au,mobile,email,3,6,False,6,False
9318,2869,2023-12-13 22:24:00+00:00,110.89,au,mobile,app,22,2,False,3,True
40,1474,2023-12-29 01:53:00+00:00,25.26,uk,mobile,web,1,4,False,3,False
4820,2909,2023-08-14 17:43:00+00:00,45.94,uk,tablet,email,17,0,False,3,False
3466,1392,2023-11-13 18:00:00+00:00,168.63,jp,mobile,ads,18,0,True,6,True
1761,4452,2023-03-09 00:14:00+00:00,13.32,au,mobile,app,0,3,False,2,False
2305,4902,2023-06-17 17:04:00+00:00,25.85,fr,desktop,app,17,5,False,1,False
3724,3634,2023-06-26 06:00:00+00:00,53.34,au,tablet,web,6,0,False,4,False
8285,2098,2023-09-20 23:08:00+00:00,38.16,in,mobile,ads,23,2,True,2,False
4994,2680,2023-04-09 02:55:00+00:00,248.37,jp,mobile,ads,2,6,False,4,False
8128,3298,2023-11-08 09:01:00+00:00,138.79,us,tablet,web,9,2,False,5,False
3033,2806,2023-03-29 07:02:00+00:00,90.51,in,mobile,ads,7,2,True,2,False
7939,1558,2023-10-01 15:19:00+00:00,64.62,jp,mobile,app,15,6,False,2,False
3040,3631,2023-01-11 03:53:00+00:00,31.99,es,mobile,web,3,2,False,1,False
9656,4120,2023-03-28 15:10:00+00:00,77.5,es,mobile,app,15,1,False,4,False
2546,2287,2023-08-22 02:49:00+00:00,33.85,in,mobile,email,2,1,False,3,False
2593,3335,2023-03-11 03:56:00+00:00,46.65,es,desktop,web,3,5,False,3,False
1189,2836,2023-04-27 15:33:00+00:00,49.42,us,mobile,app,15,3,True,1,False
7967,3741,2023-01-31 06:25:00+00:00,84.79,us,desktop,ads,6,1,False,6,False
6078,4751,2023-04-10 06:37:00+00:00,24.69,es,tablet,app,6,0,False,2,False
108,3317,2023-06-28 06:01:00+00:00,36.17,us,desktop,ads,6,2,False,2,False
1316,1228,2023-08-23 09:30:00+00:00,217.73,es,mobile,web,9,2,True,3,False
8188,2644,2023-03-10 03:20:00+00:00,38.31,us,desktop,app,3,4,False,1,False
2754,1956,2023-02-21 12:31:00+00:00,78.31,in,desktop,web,12,1,False,3,False
9754,1077,2023-09-27 06:16:00+00:00,132.05,de,desktop,web,6,2,False,4,False
6232,2837,2023-04-07 06:04:00+00:00,22.88,us,mobile,app,6,4,False,2,False
2877,2637,2023-06-11 10:19:00+00:00,63.48,es,mobile,app,10,6,False,6,False
5324,1194,2023-01-31 10:15:00+00:00,6.27,us,desktop,app,10,1,False,5,False
800,4635,2023-03-05 15:36:00+00:00,82.19,au,mobile,web,15,6,False,6,False
3571,1651,2023-10-03 04:41:00+00:00,53.44,es,desktop,social,4,1,False,4,False
2895,4136,2023-05-07 02:41:00+00:00,154.65,es,mobile,web,2,6,False,3,False
2928,2947,2023-06-09 12:27:00+00:00,54.85,uk,mobile,app,12,4,False,3,False
8179,4744,2023-09-26 09:43:00+00:00,30.39,es,mobile,app,9,1,False,6,False
972,4775,2023-11-22 04:15:00+00:00,35.44,fr,desktop,web,4,2,False,2,False
6688,4427,2023-06-11 01:44:00+00:00,34.4,ca,mobile,ads,1,6,True,3,False
8576,3160,2023-05-15 00:14:00+00:00,91.21,us,tablet,app,0,0,False,6,False
2021,3852,2023-01-05 01:09:00+00:00,145.28,fr,desktop,web,1,3,False,4,False
9055,1687,2023-01-31 00:37:00+00:00,143.45,ca,mobile,app,0,1,True,2,False
953,1357,2023-05-24 07:14:00+00:00,39.06,fr,mobile,app,7,2,True,2,False
5360,4096,2023-03-04 05:10:00+00:00,103.57,au,mobile,app,5,5,False,4,False
3858,4986,2023-07-23 21:21:00+00:00,112.08,jp,desktop,web,21,6,True,5,False
5862,4277,2023-11-20 04:00:00+00:00,130.02,us,mobile,web,4,0,True,2,False
3146,1057,2023-06-27 03:09:00+00:00,86.03,in,mobile,web,3,1,True,4,False
3306,4463,2023-01-28 14:39:00+00:00,6.7,de,desktop,social,14,5,True,5,False
3007,1444,2023-02-27 18:51:00+00:00,47.25,in,mobile,web,18,0,False,1,False
9002,2635,2023-08-15 11:58:00+00:00,109.24,in,desktop,ads,11,1,True,3,False
7771,1590,2023-10-18 11:17:00+00:00,50.24,br,mobile,web,11,2,False,2,False
7439,3745,2023-06-20 07:01:00+00:00,32.98,au,desktop,web,7,1,False,3,False
7943,2409,2023-10-08 10:23:00+00:00,39.4,us,desktop,web,10,6,False,4,False
9239,1156,2023-08-26 23:49:00+00:00,25.93,us,mobile,ads,23,5,True,2,False
1057,1448,2023-07-03 02:45:00+00:00,35.23,au,mobile,web,2,0,False,1,False
3155,2232,2023-06-12 11:42:00+00:00,33.8,de,mobile,email,11,0,False,3,False
3788,1405,2023-07-12 11:29:00+00:00,9.62,us,mobile,ads,11,2,False,7,False
9190,1339,2023-07-21 12:22:00+00:00,97.46,us,tablet,web,12,4,False,4,False
7826,4382,2023-12-14 20:49:00+00:00,71.32,in,mobile,web,20,3,False,2,False
7540,2938,2023-08-10 03:41:00+00:00,59.75,uk,mobile,app,3,3,False,3,False
7232,2874,2023-07-14 05:17:00+00:00,108.09,jp,mobile,app,5,4,False,1,False
765,4261,2023-07-23 13:32:00+00:00,44.52,es,mobile,app,13,6,False,4,False
5020,4701,2023-01-02 19:51:00+00:00,275.78,es,desktop,web,19,0,False,5,True
4904,3490,2023-09-21 01:44:00+00:00,111.53,fr,tablet,app,1,3,True,6,False
8094,2734,2023-10-19 23:56:00+00:00,49.08,au,mobile,web,23,3,False,2,False
6844,3978,2023-06-09 22:34:00+00:00,64.89,us,mobile,app,22,4,True,2,False
2166,1159,2023-03-31 03:41:00+00:00,78.84,us,desktop,web,3,4,False,5,False
1863,4028,2023-01-15 18:34:00+00:00,19.03,es,mobile,web,18,6,False,3,False
7851,3268,2023-05-28 18:50:00+00:00,76.8,us,desktop,app,18,6,True,2,False
9124,2808,2023-04-01 03:22:00+00:00,13.16,es,mobile,app,3,5,False,2,False
2341,1947,2023-09-23 04:16:00+00:00,54.84,fr,mobile,app,4,5,True,4,False
5528,4522,2023-04-16 09:04:00+00:00,215.74,de,mobile,ads,9,6,True,3,True
6744,3236,2023-12-22 09:29:00+00:00,28.61,de,mobile,ads,9,4,True,3,False
4004,3657,2023-05-01 06:57:00+00:00,44.72,us,desktop,web,6,0,False,2,False
1124,3947,2023-12-09 12:44:00+00:00,37.98,us,desktop,web,12,5,True,4,False
8710,1293,2023-11-13 21:19:00+00:00,88.38,uk,mobile,web,21,0,False,2,False
4050,3675,2023-05-10 08:32:00+00:00,65.43,ca,mobile,web,8,2,False,4,False
7641,2235,2023-08-30 17:49:00+00:00,55.03,us,mobile,app,17,2,True,1,False
766,4807,2023-12-16 10:35:00+00:00,23.38,de,desktop,ads,10,5,False,3,False
2345,1028,2023-04-23 17:57:00+00:00,102.03,de,tablet,social,17,6,False,2,False
4072,3274,2023-12-01 11:21:00+00:00,138.47,in,mobile,app,11,4,False,2,False
7217,1498,2023-03-22 23:03:00+00:00,50.9,fr,mobile,ads,23,2,False,3,False
4217,2337,2023-02-16 19:58:00+00:00,2.94,au,mobile,web,19,3,False,3,False
7953,4402,2023-09-02 21:04:00+00:00,75.01,us,mobile,web,21,5,False,1,False
5971,2518,2023-04-19 02:07:00+00:00,35.74,in,mobile,app,2,2,False,4,False
3351,2486,2023-11-19 21:12:00+00:00,5.29,es,desktop,web,21,6,False,3,False
4696,4759,2023-04-11 18:29:00+00:00,20.5,br,mobile,app,18,1,False,2,False
3400,3645,2023-08-23 15:04:00+00:00,121.89,us,tablet,web,15,2,True,3,False
4082,3756,2023-07-29 10:54:00+00:00,81.51,fr,desktop,app,10,5,False,4,False
9150,1983,2023-03-20 12:03:00+00:00,9.29,jp,desktop,email,12,0,False,1,False
1225,3713,2023-03-02 12:12:00+00:00,57.0,ca,mobile,app,12,3,False,4,False
6293,1288,2023-05-08 01:57:00+00:00,155.01,es,tablet,web,1,0,False,2,False
3123,2914,2023-02-02 09:18:00+00:00,53.63,jp,desktop,app,9,3,False,4,False
511,4710,2023-11-08 04:16:00+00:00,91.95,in,mobile,web,4,2,False,2,False
5795,1174,2023-11-03 08:37:00+00:00,91.14,br,tablet,ads,8,4,False,5,False
8182,2698,2023-03-31 08:18:00+00:00,56.96,uk,desktop,web,8,4,False,3,False
9418,4233,2023-09-08 16:47:00+00:00,82.0,us,tablet,web,16,4,False,6,False
97,4843,2023-09-03 14:59:00+00:00,65.09,br,tablet,web,14,6,False,4,False
6682,4486,2023-07-19 21:51:00+00:00,22.33,fr,mobile,ads,21,2,False,5,False
1513,3094,2023-03-04 23:55:00+00:00,24.61,uk,mobile,app,23,5,False,4,False
8792,2985,2023-03-05 11:31:00+00:00,90.84,us,mobile,web,11,6,False,6,False
120,3767,2023-06-25 16:57:00+00:00,40.84,ca,tablet,web,16,6,False,3,False
7792,2860,2023-08-04 16:09:00+00:00,35.69,fr,desktop,app,16,4,True,4,False
6518,3448,2023-09-13 15:21:00+00:00,46.71,au,mobile,ads,15,2,True,6,False
34,4385,2023-04-19 07:36:00+00:00,128.51,au,desktop,email,7,2,False,2,False
7888,1617,2023-04-14 04:48:00+00:00,30.15,de,desktop,social,4,4,False,3,False
6831,1975,2023-09-19 05:09:00+00:00,76.84,es,desktop,web,5,1,False,3,False
5422,4294,2023-03-14 21:19:00+00:00,19.74,de,desktop,web,21,1,False,4,False
1069,1437,2023-10-11 06:42:00+00:00,153.56,fr,mobile,app,6,2,False,3,False
1348,3883,2023-08-31 07:43:00+00:00,52.08,es,desktop,web,7,3,False,3,False
4748,1058,2023-05-10 05:50:00+00:00,140.22,in,tablet,web,5,2,False,4,False
6006,3642,2023-05-06 10:53:00+00:00,159.54,fr,tablet,web,10,5,False,6,False
6040,3093,2023-11-27 03:08:00+00:00,47.04,de,desktop,web,3,0,False,4,False
3818,2019,2023-01-17 05:42:00+00:00,136.04,us,mobile,social,5,1,True,3,False
8447,4300,2023-07-18 09:41:00+00:00,67.19,jp,mobile,app,9,1,False,3,False
5270,4227,2023-10-01 11:01:00+00:00,113.75,de,desktop,web,11,6,True,3,False
6898,2319,2023-12-04 11:00:00+00:00,6.83,au,mobile,web,11,0,False,2,False
5310,1456,2023-12-16 16:08:00+00:00,146.44,au,mobile,ads,16,5,False,4,False
32,2184,2023-06-25 17:58:00+00:00,181.2,fr,mobile,web,17,6,False,3,False
5675,2380,2023-02-24 19:30:00+00:00,21.63,uk,tablet,app,19,4,True,7,False
4387,2327,2023-04-13 02:49:00+00:00,60.85,de,mobile,web,2,3,False,7,False
30,1955,2023-05-21 17:10:00+00:00,74.02,au,mobile,app,17,6,False,3,False
4203,4348,2023-10-20 02:15:00+00:00,130.58,us,mobile,web,2,4,False,3,False
7508,4288,2023-03-19 03:55:00+00:00,93.25,de,mobile,app,3,6,False,4,False
736,4974,2023-09-19 07:35:00+00:00,44.5,uk,tablet,web,7,1,False,1,False
2068,1696,2023-11-03 08:24:00+00:00,90.66,br,mobile,social,8,4,False,3,False
107,1995,2023-12-02 22:41:00+00:00,84.79,jp,mobile,app,22,5,False,4,False
9645,3016,2023-11-22 21:40:00+00:00,33.08,us,mobile,app,21,2,False,2,False
8895,2092,2023-10-10 04:01:00+00:00,86.09,es,desktop,web,4,1,True,1,False
8021,4747,2023-11-22 09:31:00+00:00,38.92,au,mobile,ads,9,2,False,4,False
2233,2312,2023-02-03 23:26:00+00:00,56.86,fr,desktop,web,23,4,False,2,False
994,2838,2023-03-14 07:26:00+00:00,36.04,uk,mobile,web,7,1,False,3,False
9413,4462,2023-08-29 12:16:00+00:00,162.9,br,desktop,app,12,1,False,2,False
7059,1071,2023-02-26 00:24:00+00:00,124.32,us,tablet,app,0,6,True,3,False
6790,2319,2023-08-05 23:24:00+00:00,34.13,in,mobile,app,23,5,True,5,False
361,1262,2023-09-26 14:31:00+00:00,61.91,us,desktop,web,14,1,True,5,False
305,2439,2023-05-21 21:58:00+00:00,24.39,fr,mobile,web,21,6,True,1,False
2628,3779,2023-06-14 05:42:00+00:00,14.73,in,desktop,web,5,2,False,3,False
8966,1731,2023-01-20 21:14:00+00:00,29.39,in,mobile,web,21,4,False,3,True
4514,1396,2023-08-04 14:55:00+00:00,226.94,es,mobile,web,14,4,False,4,False
5911,3438,2023-02-11 20:42:00+00:00,12.59,us,desktop,app,20,5,True,2,False
8314,1347,2023-01-10 03:41:00+00:00,66.78,au,mobile,web,3,1,False,2,False
3101,1998,2023-04-01 07:46:00+00:00,212.35,ca,mobile,email,7,5,False,3,False
5704,1868,2023-08-07 06:46:00+00:00,168.63,us,desktop,web,6,0,False,1,False
3899,3772,2023-12-21 15:48:00+00:00,44.53,us,tablet,app,15,3,False,5,False
5441,2691,2023-01-07 05:41:00+00:00,118.06,us,mobile,web,5,5,False,3,False
7931,1305,2023-11-23 02:36:00+00:00,112.74,us,mobile,email,2,3,False,1,False
622,2119,2023-04-09 14:43:00+00:00,63.87,fr,mobile,ads,14,6,False,2,False
7236,1272,2023-06-02 00:50:00+00:00,43.78,ca,mobile,ads,0,4,True,1,False
2499,2109,2023-08-17 06:04:00+00:00,18.94,uk,desktop,app,6,3,False,3,False
714,1284,2023-04-12 04:13:00+00:00,45.49,us,desktop,web,4,2,True,5,False
8404,1303,2023-01-29 18:10:00+00:00,18.44,au,mobile,web,18,6,True,3,False
2856,2009,2023-12-24 07:13:00+00:00,79.7,us,mobile,ads,7,6,False,5,False
4270,1459,2023-01-07 18:39:00+00:00,55.6,us,mobile,web,18,5,False,6,False
2909,2963,2023-04-06 00:17:00+00:00,115.17,es,mobile,web,0,3,False,7,True
8081,2778,2023-06-08 12:49:00+00:00,11.98,es,mobile,web,12,3,False,2,False
4517,2517,2023-07-03 00:32:00+00:00,268.9,br,mobile,ads,0,0,False,2,True
1262,2603,2023-08-10 22:26:00+00:00,59.23,uk,mobile,social,22,3,False,3,False
3161,4335,2023-05-13 16:42:00+00:00,90.24,jp,mobile,ads,16,5,False,2,False
971,1739,2023-04-18 08:47:00+00:00,209.31,fr,tablet,web,8,1,False,1,False
3913,1905,2023-08-25 16:22:00+00:00,140.92,uk,desktop,web,16,4,False,2,False
5199,3016,2023-02-17 15:27:00+00:00,18.87,in,mobile,app,15,4,True,2,False
8847,1480,2023-12-14 03:40:00+00:00,48.44,de,mobile,social,3,3,False,3,False
260,4890,2023-04-01 09:53:00+00:00,151.14,in,desktop,app,9,5,False,2,True
3791,2099,2023-10-17 13:28:00+00:00,290.15,uk,mobile,ads,13,1,False,1,True
9203,4344,2023-12-31 02:59:00+00:00,106.17,fr,mobile,social,2,6,False,5,False
488,1190,2023-09-08 23:37:00+00:00,37.56,de,desktop,app,23,4,False,2,False
7908,2907,2023-07-06 11:20:00+00:00,71.61,fr,mobile,web,11,3,False,3,False
519,1245,2023-03-07 14:15:00+00:00,51.56,au,mobile,app,14,1,False,4,False
8343,4349,2023-01-29 06:13:00+00:00,79.63,de,mobile,web,6,6,False,3,False
312,1400,2023-06-20 17:27:00+00:00,84.67,us,desktop,web,17,1,True,3,False
3232,2866,2023-10-14 03:08:00+00:00,63.6,in,mobile,app,3,5,False,3,False
7933,3654,2023-02-01 21:57:00+00:00,22.95,es,desktop,app,21,2,False,3,False
7458,4262,2023-08-09 00:59:00+00:00,362.65,uk,mobile,app,0,2,False,2,True
9784,1815,2023-05-10 11:58:00+00:00,169.9,es,mobile,web,11,2,False,5,False
5184,2036,2023-12-12 07:55:00+00:00,105.84,fr,mobile,web,7,1,False,2,False
8077,1964,2023-03-23 21:54:00+00:00,175.67,ca,mobile,web,21,3,False,3,False
6502,4792,2023-04-14 17:48:00+00:00,29.68,in,mobile,app,17,4,False,3,False
6791,2141,2023-10-03 05:02:00+00:00,14.1,es,mobile,web,5,1,False,4,False
7773,4334,2023-08-30 10:54:00+00:00,19.53,in,desktop,web,10,2,True,4,False
2738,2956,2023-08-03 13:39:00+00:00,62.16,au,mobile,app,13,3,True,2,False
7842,4101,2023-01-03 10:07:00+00:00,19.58,de,tablet,social,10,1,False,5,False
6262,3123,2023-08-10 00:09:00+00:00,26.84,es,mobile,web,0,3,False,4,False
8206,3158,2023-06-15 12:20:00+00:00,9.34,uk,desktop,app,12,3,False,1,False
1248,1713,2023-05-30 00:00:00+00:00,17.24,uk,desktop,web,0,1,False,4,False
9336,4440,2023-04-17 11:54:00+00:00,210.21,es,desktop,web,11,0,False,4,False
4195,4799,2023-03-05 14:34:00+00:00,24.77,uk,desktop,app,14,6,False,3,False
8001,4672,2023-12-21 03:28:00+00:00,55.06,de,mobile,web,3,3,False,3,False
7378,2987,2023-04-26 21:41:00+00:00,66.51,in,mobile,social,21,2,False,4,False
3435,3442,2023-07-24 16:23:00+00:00,22.96,us,desktop,web,16,0,True,3,False
5382,4509,2023-10-11 15:29:00+00:00,31.99,fr,tablet,ads,15,2,True,3,False
959,2145,2023-06-26 22:33:00+00:00,42.51,us,mobile,ads,22,0,False,3,False
417,2603,2023-02-17 11:29:00+00:00,11.96,in,desktop,email,11,4,False,3,False
5742,3832,2023-06-10 23:09:00+00:00,11.6,uk,mobile,web,23,5,True,4,False
6728,1900,2023-05-06 19:21:00+00:00,22.98,us,mobile,web,19,5,False,5,False
4382,2585,2023-01-07 17:35:00+00:00,67.59,uk,mobile,app,17,5,False,5,False
5197,1951,2023-01-23 12:00:00+00:00,61.47,es,desktop,app,12,0,False,4,False
1113,4552,2023-10-04 23:05:00+00:00,103.26,br,mobile,app,23,2,False,5,True
2689,3008,2023-07-02 08:11:00+00:00,128.12,jp,mobile,web,8,6,False,4,False
6473,4485,2023-11-09 08:34:00+00:00,72.36,us,mobile,ads,8,3,False,5,False
8820,3391,2023-05-20 00:20:00+00:00,19.07,us,desktop,web,0,5,True,5,False
7808,3028,2023-08-18 14:00:00+00:00,49.83,uk,mobile,app,14,4,False,2,False
3411,3708,2023-11-07 06:39:00+00:00,59.98,jp,mobile,web,6,1,True,7,False
81,2478,2023-08-30 03:16:00+00:00,14.68,us,mobile,web,3,2,False,5,False
4614,4884,2023-12-09 10:05:00+00:00,58.07,br,mobile,app,10,5,False,5,False
1374,1260,2023-05-25 02:20:00+00:00,110.15,au,mobile,web,2,3,False,3,False
1510,4719,2023-10-17 04:43:00+00:00,43.54,in,tablet,app,4,1,False,2,False
6443,3881,2023-04-05 06:33:00+00:00,90.32,uk,mobile,web,6,2,False,3,False
3071,1661,2023-07-24 17:06:00+00:00,49.59,uk,mobile,app,17,0,False,2,False
3016,2408,2023-01-22 06:53:00+00:00,55.23,de,mobile,web,6,6,False,2,False
4823,3111,2023-09-16 05:11:00+00:00,121.6,fr,mobile,web,5,5,False,6,False
7822,4092,2023-04-07 06:21:00+00:00,89.16,uk,desktop,app,6,4,False,1,False
93,2021,2023-06-14 11:04:00+00:00,202.61,es,mobile,web,11,2,True,4,False
9421,3499,2023-02-16 13:58:00+00:00,16.39,uk,mobile,app,13,3,False,3,False
6600,3007,2023-06-13 04:58:00+00:00,98.04,us,desktop,web,4,1,False,4,False
4443,3394,2023-01-31 20:20:00+00:00,122.21,in,mobile,ads,20,1,True,3,False
7602,2148,2023-02-02 15:47:00+00:00,172.52,de,desktop,web,15,3,False,5,False
3835,4942,2023-04-28 18:13:00+00:00,42.24,br,mobile,app,18,4,False,4,False
9702,1723,2023-12-23 19:15:00+00:00,68.19,us,mobile,web,19,5,True,5,False
4322,3220,2023-10-17 09:06:00+00:00,81.6,ca,mobile,ads,9,1,False,3,False
3394,3139,2023-03-15 13:35:00+00:00,64.42,fr,desktop,app,13,2,False,2,False
4752,2936,2023-10-24 05:33:00+00:00,33.22,es,desktop,social,5,1,False,2,False
7229,2473,2023-12-16 09:22:00+00:00,73.9,in,tablet,social,9,5,True,2,False
9191,3644,2023-06-13 13:30:00+00:00,24.39,in,mobile,app,13,1,True,5,False
2361,1515,2023-05-18 00:18:00+00:00,45.46,es,mobile,email,0,3,False,2,False
1148,3895,2023-12-26 09:13:00+00:00,60.33,de,mobile,web,9,1,False,2,False
5666,1180,2023-03-31 02:25:00+00:00,148.36,in,mobile,web,2,4,False,4,False
8075,2423,2023-03-15 09:36:00+00:00,48.23,fr,desktop,web,9,2,False,6,False
4943,4398,2023-10-06 10:46:00+00:00,171.23,ca,mobile,web,10,4,False,2,False
3663,1514,2023-08-18 04:57:00+00:00,37.01,uk,mobile,web,4,4,False,6,False
1563,4177,2023-03-31 15:05:00+00:00,45.32,us,desktop,web,15,4,True,2,False
4113,3434,2023-06-06 10:55:00+00:00,48.25,in,mobile,email,10,1,True,2,False
9050,2189,2023-09-18 00:58:00+00:00,45.13,us,mobile,social,0,0,False,3,True
9276,3060,2023-07-30 00:45:00+00:00,63.12,es,desktop,app,0,6,False,3,False
8538,1034,2023-12-19 09:18:00+00:00,31.31,uk,mobile,email,9,1,False,4,True
795,3502,2023-03-08 04:55:00+00:00,42.18,us,mobile,app,4,2,False,5,False
5854,4222,2023-05-08 10:25:00+00:00,102.92,us,mobile,ads,10,0,False,2,False
7619,3710,2023-12-04 08:20:00+00:00,73.53,us,mobile,app,8,0,True,2,False
1594,3708,2023-04-12 17:19:00+00:00,19.63,in,tablet,web,17,2,False,3,False
7418,3866,2023-01-07 08:59:00+00:00,39.38,fr,mobile,ads,8,5,False,5,False
5267,4904,2023-04-14 01:08:00+00:00,30.17,de,mobile,web,1,4,True,4,False
7147,3708,2023-11-12 12:05:00+00:00,18.4,uk,desktop,web,12,6,False,3,False
89,2585,2023-05-21 08:43:00+00:00,88.71,us,mobile,app,8,6,False,6,False
8695,3962,2023-11-25 19:54:00+00:00,23.73,uk,mobile,web,19,5,False,4,False
9732,3793,2023-05-27 17:10:00+00:00,62.99,br,mobile,ads,17,5,False,7,False
9446,3258,2023-10-07 23:10:00+00:00,119.65,us,desktop,web,23,5,False,5,False
6754,1939,2023-05-18 10:55:00+00:00,148.71,in,desktop,social,10,3,True,3,False
3502,4271,2023-06-01 13:00:00+00:00,62.43,in,mobile,web,13,3,False,2,False
2234,2285,2023-04-27 14:52:00+00:00,40.8,de,mobile,web,14,3,False,4,False
2803,4884,2023-02-20 14:54:00+00:00,77.54,us,mobile,web,14,0,False,1,False
4424,2573,2023-07-04 01:06:00+00:00,74.85,de,desktop,web,1,1,False,1,False
5663,1580,2023-09-14 07:08:00+00:00,184.96,us,desktop,app,7,3,False,4,False
7170,2390,2023-03-10 23:29:00+00:00,18.22,uk,desktop,web,23,4,False,6,False
8337,1421,2023-10-02 04:23:00+00:00,46.14,in,mobile,web,4,0,False,3,False
2148,4118,2023-05-24 07:44:00+00:00,101.08,jp,desktop,web,7,2,False,7,False
7969,2619,2023-07-30 00:08:00+00:00,34.3,au,desktop,web,0,6,False,7,True
6551,1649,2023-02-17 15:02:00+00:00,253.1,jp,desktop,app,15,4,False,2,False
7643,3671,2023-11-21 05:09:00+00:00,112.47,in,desktop,app,5,1,False,3,False
6164,2358,2023-08-29 02:21:00+00:00,44.29,jp,mobile,web,2,1,True,3,False
1495,2658,2023-01-04 18:35:00+00:00,67.4,es,desktop,app,18,2,False,2,False
7696,1029,2023-06-11 00:58:00+00:00,52.32,es,mobile,app,0,6,False,3,True
7094,3985,2023-01-14 07:18:00+00:00,95.34,in,desktop,web,7,5,False,4,False
1409,3560,2023-03-11 11:05:00+00:00,130.44,es,mobile,web,11,5,False,4,False
6691,3254,2023-03-15 20:51:00+00:00,26.06,us,mobile,web,20,2,False,4,False
3401,4716,2023-01-16 07:52:00+00:00,106.77,br,mobile,web,7,0,False,2,False
109,4934,2023-11-20 06:03:00+00:00,71.79,es,desktop,web,6,0,True,2,False
5636,3883,2023-02-19 12:21:00+00:00,165.23,us,desktop,web,12,6,False,3,False
