transaction_id,user_id,timestamp,amount,country,device,channel,hour,dayofweek,coupon_applied,num_items,is_fraud
9921,4988,2023-04-25 17:25:00,9.29,IN,mobile,ads,17,1,0,3,0
1964,4023,2023-08-04 04:38:00,39.42,AU,mobile,app,4,4,0,4,0
8244,1941,2023-10-26 07:46:00,44.92,DE,tablet,app,7,3,0,1,0
6591,4046,2023-10-16 14:36:00,65.57,FR,desktop,app,14,0,1,5,0
8848,3977,2023-03-11 11:30:00,22.79,IN,mobile,web,11,5,0,3,0
322,4582,2023-03-09 09:44:00,19.11,DE,mobile,web,9,3,0,4,0
2679,4052,2023-06-09 13:26:00,60.59,BR,mobile,app,13,4,1,1,0
4626,2528,2023-07-24 22:27:00,54.98,UK,desktop,app,22,0,0,5,0
4950,2572,2023-03-14 20:07:00,191.74,IN,desktop,web,20,1,1,3,1
8329,3665,2023-10-31 17:10:00,129.7,FR,mobile,web,17,1,1,1,0
3338,4058,2023-08-30 22:45:00,43.18,CA,mobile,app,22,2,0,2,0
5590,2772,2023-07-25 21:48:00,57.28,FR,mobile,social,21,1,0,2,0
252,4430,2023-06-13 20:23:00,10.96,IN,desktop,web,20,1,0,2,0
3974,3492,2023-07-09 19:02:00,68.26,AU,mobile,ads,19,6,1,2,0
6631,4838,2023-05-24 15:03:00,37.42,CA,mobile,web,15,2,0,4,0
5548,1979,2023-12-14 20:04:00,69.78,IN,mobile,app,20,3,0,1,0
36,3300,2023-07-01 15:38:00,120.8,CA,desktop,app,15,5,0,3,0
8363,1929,2023-08-09 08:52:00,55.03,IN,mobile,web,8,2,0,3,0
1514,3371,2023-02-19 03:53:00,32.27,AU,mobile,email,3,6,0,6,0
9318,2869,2023-12-13 22:24:00,110.89,AU,mobile,app,22,2,0,3,1
40,1474,2023-12-29 01:53:00,25.26,UK,mobile,web,1,4,0,3,0
4820,2909,2023-08-14 17:43:00,45.94,UK,tablet,email,17,0,0,3,0
3466,1392,2023-11-13 18:00:00,168.63,JP,mobile,ads,18,0,1,6,1
1761,4452,2023-03-09 00:14:00,13.32,AU,mobile,app,0,3,0,2,0
2305,4902,2023-06-17 17:04:00,25.85,FR,desktop,app,17,5,0,1,0
3724,3634,2023-06-26 06:00:00,53.34,AU,tablet,web,6,0,0,4,0
8285,2098,2023-09-20 23:08:00,38.16,IN,mobile,ads,23,2,1,2,0
4994,2680,2023-04-09 02:55:00,248.37,JP,mobile,ads,2,6,0,4,0
8128,3298,2023-11-08 09:01:00,138.79,US,tablet,web,9,2,0,5,0
3033,2806,2023-03-29 07:02:00,90.51,IN,mobile,ads,7,2,1,2,0
7939,1558,2023-10-01 15:19:00,64.62,JP,mobile,app,15,6,0,2,0
3040,3631,2023-01-11 03:53:00,31.99,ES,mobile,web,3,2,0,1,0
9656,4120,2023-03-28 15:10:00,77.5,ES,mobile,app,15,1,0,4,0
2546,2287,2023-08-22 02:49:00,33.85,IN,mobile,email,2,1,0,3,0
2593,3335,2023-03-11 03:56:00,46.65,ES,desktop,web,3,5,0,3,0
1189,2836,2023-04-27 15:33:00,49.42,US,mobile,app,15,3,1,1,0
7967,3741,2023-01-31 06:25:00,84.79,US,desktop,ads,6,1,0,6,0
6078,4751,2023-04-10 06:37:00,24.69,ES,tablet,app,6,0,0,2,0
108,3317,2023-06-28 06:01:00,36.17,US,desktop,ads,6,2,0,2,0
1316,1228,2023-08-23 09:30:00,217.73,ES,mobile,web,9,2,1,3,0
8188,2644,2023-03-10 03:20:00,38.31,US,desktop,app,3,4,0,1,0
2754,1956,2023-02-21 12:31:00,78.31,IN,desktop,web,12,1,0,3,0
9754,1077,2023-09-27 06:16:00,132.05,DE,desktop,web,6,2,0,4,0
6232,2837,2023-04-07 06:04:00,22.88,US,mobile,app,6,4,0,2,0
2877,2637,2023-06-11 10:19:00,63.48,ES,mobile,app,10,6,0,6,0
5324,1194,2023-01-31 10:15:00,6.27,US,desktop,app,10,1,0,5,0
800,4635,2023-03-05 15:36:00,82.19,AU,mobile,web,15,6,0,6,0
3571,1651,2023-10-03 04:41:00,53.44,ES,desktop,social,4,1,0,4,0
2895,4136,2023-05-07 02:41:00,154.65,ES,mobile,web,2,6,0,3,0
2928,2947,2023-06-09 12:27:00,54.85,UK,mobile,app,12,4,0,3,0
8179,4744,2023-09-26 09:43:00,30.39,ES,mobile,app,9,1,0,6,0
972,4775,2023-11-22 04:15:00,35.44,FR,desktop,web,4,2,0,2,0
6688,4427,2023-06-11 01:44:00,34.4,CA,mobile,ads,1,6,1,3,0
8576,3160,2023-05-15 00:14:00,91.21,US,tablet,app,0,0,0,6,0
2021,3852,2023-01-05 01:09:00,145.28,FR,desktop,web,1,3,0,4,0
9055,1687,2023-01-31 00:37:00,143.45,CA,mobile,app,0,1,1,2,0
953,1357,2023-05-24 07:14:00,39.06,FR,mobile,app,7,2,1,2,0
5360,4096,2023-03-04 05:10:00,103.57,AU,mobile,app,5,5,0,4,0
3858,4986,2023-07-23 21:21:00,112.08,JP,desktop,web,21,6,1,5,0
5862,4277,2023-11-20 04:00:00,130.02,US,mobile,web,4,0,1,2,0
3146,1057,2023-06-27 03:09:00,86.03,IN,mobile,web,3,1,1,4,0
3306,4463,2023-01-28 14:39:00,6.7,DE,desktop,social,14,5,1,5,0
3007,1444,2023-02-27 18:51:00,47.25,IN,mobile,web,18,0,0,1,0
9002,2635,2023-08-15 11:58:00,109.24,IN,desktop,ads,11,1,1,3,0
7771,1590,2023-10-18 11:17:00,50.24,BR,mobile,web,11,2,0,2,0
7439,3745,2023-06-20 07:01:00,32.98,AU,desktop,web,7,1,0,3,0
7943,2409,2023-10-08 10:23:00,39.4,US,desktop,web,10,6,0,4,0
9239,1156,2023-08-26 23:49:00,25.93,US,mobile,ads,23,5,1,2,0
1057,1448,2023-07-03 02:45:00,35.23,AU,mobile,web,2,0,0,1,0
3155,2232,2023-06-12 11:42:00,33.8,DE,mobile,email,11,0,0,3,0
3788,1405,2023-07-12 11:29:00,9.62,US,mobile,ads,11,2,0,7,0
9190,1339,2023-07-21 12:22:00,97.46,US,tablet,web,12,4,0,4,0
7826,4382,2023-12-14 20:49:00,71.32,IN,mobile,web,20,3,0,2,0
7540,2938,2023-08-10 03:41:00,59.75,UK,mobile,app,3,3,0,3,0
7232,2874,2023-07-14 05:17:00,108.09,JP,mobile,app,5,4,0,1,0
765,4261,2023-07-23 13:32:00,44.52,ES,mobile,app,13,6,0,4,0
5020,4701,2023-01-02 19:51:00,275.78,ES,desktop,web,19,0,0,5,1
4904,3490,2023-09-21 01:44:00,111.53,FR,tablet,app,1,3,1,6,0
8094,2734,2023-10-19 23:56:00,49.08,AU,mobile,web,23,3,0,2,0
6844,3978,2023-06-09 22:34:00,64.89,US,mobile,app,22,4,1,2,0
2166,1159,2023-03-31 03:41:00,78.84,US,desktop,web,3,4,0,5,0
1863,4028,2023-01-15 18:34:00,19.03,ES,mobile,web,18,6,0,3,0
7851,3268,2023-05-28 18:50:00,76.8,US,desktop,app,18,6,1,2,0
9124,2808,2023-04-01 03:22:00,13.16,ES,mobile,app,3,5,0,2,0
2341,1947,2023-09-23 04:16:00,54.84,FR,mobile,app,4,5,1,4,0
5528,4522,2023-04-16 09:04:00,215.74,DE,mobile,ads,9,6,1,3,1
6744,3236,2023-12-22 09:29:00,28.61,DE,mobile,ads,9,4,1,3,0
4004,3657,2023-05-01 06:57:00,44.72,US,desktop,web,6,0,0,2,0
1124,3947,2023-12-09 12:44:00,37.98,US,desktop,web,12,5,1,4,0
8710,1293,2023-11-13 21:19:00,88.38,UK,mobile,web,21,0,0,2,0
4050,3675,2023-05-10 08:32:00,65.43,CA,mobile,web,8,2,0,4,0
7641,2235,2023-08-30 17:49:00,55.03,US,mobile,app,17,2,1,1,0
766,4807,2023-12-16 10:35:00,23.38,DE,desktop,ads,10,5,0,3,0
2345,1028,2023-04-23 17:57:00,102.03,DE,tablet,social,17,6,0,2,0
4072,3274,2023-12-01 11:21:00,138.47,IN,mobile,app,11,4,0,2,0
7217,1498,2023-03-22 23:03:00,50.9,FR,mobile,ads,23,2,0,3,0
4217,2337,2023-02-16 19:58:00,2.94,AU,mobile,web,19,3,0,3,0
7953,4402,2023-09-02 21:04:00,75.01,US,mobile,web,21,5,0,1,0
5971,2518,2023-04-19 02:07:00,35.74,IN,mobile,app,2,2,0,4,0
3351,2486,2023-11-19 21:12:00,5.29,ES,desktop,web,21,6,0,3,0
4696,4759,2023-04-11 18:29:00,20.5,BR,mobile,app,18,1,0,2,0
3400,3645,2023-08-23 15:04:00,121.89,US,tablet,web,15,2,1,3,0
4082,3756,2023-07-29 10:54:00,81.51,FR,desktop,app,10,5,0,4,0
9150,1983,2023-03-20 12:03:00,9.29,JP,desktop,email,12,0,0,1,0
1225,3713,2023-03-02 12:12:00,57.0,CA,mobile,app,12,3,0,4,0
6293,1288,2023-05-08 01:57:00,155.01,ES,tablet,web,1,0,0,2,0
3123,2914,2023-02-02 09:18:00,53.63,JP,desktop,app,9,3,0,4,0
511,4710,2023-11-08 04:16:00,91.95,IN,mobile,web,4,2,0,2,0
5795,1174,2023-11-03 08:37:00,91.14,BR,tablet,ads,8,4,0,5,0
8182,2698,2023-03-31 08:18:00,56.96,UK,desktop,web,8,4,0,3,0
9418,4233,2023-09-08 16:47:00,82.0,US,tablet,web,16,4,0,6,0
97,4843,2023-09-03 14:59:00,65.09,BR,tablet,web,14,6,0,4,0
6682,4486,2023-07-19 21:51:00,22.33,FR,mobile,ads,21,2,0,5,0
1513,3094,2023-03-04 23:55:00,24.61,UK,mobile,app,23,5,0,4,0
8792,2985,2023-03-05 11:31:00,90.84,US,mobile,web,11,6,0,6,0
120,3767,2023-06-25 16:57:00,40.84,CA,tablet,web,16,6,0,3,0
7792,2860,2023-08-04 16:09:00,35.69,FR,desktop,app,16,4,1,4,0
6518,3448,2023-09-13 15:21:00,46.71,AU,mobile,ads,15,2,1,6,0
34,4385,2023-04-19 07:36:00,128.51,AU,desktop,email,7,2,0,2,0
7888,1617,2023-04-14 04:48:00,30.15,DE,desktop,social,4,4,0,3,0
6831,1975,2023-09-19 05:09:00,76.84,ES,desktop,web,5,1,0,3,0
5422,4294,2023-03-14 21:19:00,19.74,DE,desktop,web,21,1,0,4,0
1069,1437,2023-10-11 06:42:00,153.56,FR,mobile,app,6,2,0,3,0
1348,3883,2023-08-31 07:43:00,52.08,ES,desktop,web,7,3,0,3,0
4748,1058,2023-05-10 05:50:00,140.22,IN,tablet,web,5,2,0,4,0
6006,3642,2023-05-06 10:53:00,159.54,FR,tablet,web,10,5,0,6,0
6040,3093,2023-11-27 03:08:00,47.04,DE,desktop,web,3,0,0,4,0
3818,2019,2023-01-17 05:42:00,136.04,US,mobile,social,5,1,1,3,0
8447,4300,2023-07-18 09:41:00,67.19,JP,mobile,app,9,1,0,3,0
5270,4227,2023-10-01 11:01:00,113.75,DE,desktop,web,11,6,1,3,0
6898,2319,2023-12-04 11:00:00,6.83,AU,mobile,web,11,0,0,2,0
5310,1456,2023-12-16 16:08:00,146.44,AU,mobile,ads,16,5,0,4,0
32,2184,2023-06-25 17:58:00,181.2,FR,mobile,web,17,6,0,3,0
5675,2380,2023-02-24 19:30:00,21.63,UK,tablet,app,19,4,1,7,0
4387,2327,2023-04-13 02:49:00,60.85,DE,mobile,web,2,3,0,7,0
30,1955,2023-05-21 17:10:00,74.02,AU,mobile,app,17,6,0,3,0
4203,4348,2023-10-20 02:15:00,130.58,US,mobile,web,2,4,0,3,0
7508,4288,2023-03-19 03:55:00,93.25,DE,mobile,app,3,6,0,4,0
736,4974,2023-09-19 07:35:00,44.5,UK,tablet,web,7,1,0,1,0
2068,1696,2023-11-03 08:24:00,90.66,BR,mobile,social,8,4,0,3,0
107,1995,2023-12-02 22:41:00,84.79,JP,mobile,app,22,5,0,4,0
9645,3016,2023-11-22 21:40:00,33.08,US,mobile,app,21,2,0,2,0
8895,2092,2023-10-10 04:01:00,86.09,ES,desktop,web,4,1,1,1,0
8021,4747,2023-11-22 09:31:00,38.92,AU,mobile,ads,9,2,0,4,0
2233,2312,2023-02-03 23:26:00,56.86,FR,desktop,web,23,4,0,2,0
994,2838,2023-03-14 07:26:00,36.04,UK,mobile,web,7,1,0,3,0
9413,4462,2023-08-29 12:16:00,162.9,BR,desktop,app,12,1,0,2,0
7059,1071,2023-02-26 00:24:00,124.32,US,tablet,app,0,6,1,3,0
6790,2319,2023-08-05 23:24:00,34.13,IN,mobile,app,23,5,1,5,0
361,1262,2023-09-26 14:31:00,61.91,US,desktop,web,14,1,1,5,0
305,2439,2023-05-21 21:58:00,24.39,FR,mobile,web,21,6,1,1,0
2628,3779,2023-06-14 05:42:00,14.73,IN,desktop,web,5,2,0,3,0
8966,1731,2023-01-20 21:14:00,29.39,IN,mobile,web,21,4,0,3,1
4514,1396,2023-08-04 14:55:00,226.94,ES,mobile,web,14,4,0,4,0
5911,3438,2023-02-11 20:42:00,12.59,US,desktop,app,20,5,1,2,0
8314,1347,2023-01-10 03:41:00,66.78,AU,mobile,web,3,1,0,2,0
3101,1998,2023-04-01 07:46:00,212.35,CA,mobile,email,7,5,0,3,0
5704,1868,2023-08-07 06:46:00,168.63,US,desktop,web,6,0,0,1,0
3899,3772,2023-12-21 15:48:00,44.53,US,tablet,app,15,3,0,5,0
5441,2691,2023-01-07 05:41:00,118.06,US,mobile,web,5,5,0,3,0
7931,1305,2023-11-23 02:36:00,112.74,US,mobile,email,2,3,0,1,0
622,2119,2023-04-09 14:43:00,63.87,FR,mobile,ads,14,6,0,2,0
7236,1272,2023-06-02 00:50:00,43.78,CA,mobile,ads,0,4,1,1,0
2499,2109,2023-08-17 06:04:00,18.94,UK,desktop,app,6,3,0,3,0
714,1284,2023-04-12 04:13:00,45.49,US,desktop,web,4,2,1,5,0
8404,1303,2023-01-29 18:10:00,18.44,AU,mobile,web,18,6,1,3,0
2856,2009,2023-12-24 07:13:00,79.7,US,mobile,ads,7,6,0,5,0
4270,1459,2023-01-07 18:39:00,55.6,US,mobile,web,18,5,0,6,0
2909,2963,2023-04-06 00:17:00,115.17,ES,mobile,web,0,3,0,7,1
8081,2778,2023-06-08 12:49:00,11.98,ES,mobile,web,12,3,0,2,0
4517,2517,2023-07-03 00:32:00,268.9,BR,mobile,ads,0,0,0,2,1
1262,2603,2023-08-10 22:26:00,59.23,UK,mobile,social,22,3,0,3,0
3161,4335,2023-05-13 16:42:00,90.24,JP,mobile,ads,16,5,0,2,0
971,1739,2023-04-18 08:47:00,209.31,FR,tablet,web,8,1,0,1,0
3913,1905,2023-08-25 16:22:00,140.92,UK,desktop,web,16,4,0,2,0
5199,3016,2023-02-17 15:27:00,18.87,IN,mobile,app,15,4,1,2,0
8847,1480,2023-12-14 03:40:00,48.44,DE,mobile,social,3,3,0,3,0
260,4890,2023-04-01 09:53:00,151.14,IN,desktop,app,9,5,0,2,1
3791,2099,2023-10-17 13:28:00,290.15,UK,mobile,ads,13,1,0,1,1
9203,4344,2023-12-31 02:59:00,106.17,FR,mobile,social,2,6,0,5,0
488,1190,2023-09-08 23:37:00,37.56,DE,desktop,app,23,4,0,2,0
7908,2907,2023-07-06 11:20:00,71.61,FR,mobile,web,11,3,0,3,0
519,1245,2023-03-07 14:15:00,51.56,AU,mobile,app,14,1,0,4,0
8343,4349,2023-01-29 06:13:00,79.63,DE,mobile,web,6,6,0,3,0
312,1400,2023-06-20 17:27:00,84.67,US,desktop,web,17,1,1,3,0
3232,2866,2023-10-14 03:08:00,63.6,IN,mobile,app,3,5,0,3,0
7933,3654,2023-02-01 21:57:00,22.95,ES,desktop,app,21,2,0,3,0
7458,4262,2023-08-09 00:59:00,362.65,UK,mobile,app,0,2,0,2,1
9784,1815,2023-05-10 11:58:00,169.9,ES,mobile,web,11,2,0,5,0
5184,2036,2023-12-12 07:55:00,105.84,FR,mobile,web,7,1,0,2,0
8077,1964,2023-03-23 21:54:00,175.67,CA,mobile,web,21,3,0,3,0
6502,4792,2023-04-14 17:48:00,29.68,IN,mobile,app,17,4,0,3,0
6791,2141,2023-10-03 05:02:00,14.1,ES,mobile,web,5,1,0,4,0
7773,4334,2023-08-30 10:54:00,19.53,IN,desktop,web,10,2,1,4,0
2738,2956,2023-08-03 13:39:00,62.16,AU,mobile,app,13,3,1,2,0
7842,4101,2023-01-03 10:07:00,19.58,DE,tablet,social,10,1,0,5,0
6262,3123,2023-08-10 00:09:00,26.84,ES,mobile,web,0,3,0,4,0
8206,3158,2023-06-15 12:20:00,9.34,UK,desktop,app,12,3,0,1,0
1248,1713,2023-05-30 00:00:00,17.24,UK,desktop,web,0,1,0,4,0
9336,4440,2023-04-17 11:54:00,210.21,ES,desktop,web,11,0,0,4,0
4195,4799,2023-03-05 14:34:00,24.77,UK,desktop,app,14,6,0,3,0
8001,4672,2023-12-21 03:28:00,55.06,DE,mobile,web,3,3,0,3,0
7378,2987,2023-04-26 21:41:00,66.51,IN,mobile,social,21,2,0,4,0
3435,3442,2023-07-24 16:23:00,22.96,US,desktop,web,16,0,1,3,0
5382,4509,2023-10-11 15:29:00,31.99,FR,tablet,ads,15,2,1,3,0
959,2145,2023-06-26 22:33:00,42.51,US,mobile,ads,22,0,0,3,0
417,2603,2023-02-17 11:29:00,11.96,IN,desktop,email,11,4,0,3,0
5742,3832,2023-06-10 23:09:00,11.6,UK,mobile,web,23,5,1,4,0
6728,1900,2023-05-06 19:21:00,22.98,US,mobile,web,19,5,0,5,0
4382,2585,2023-01-07 17:35:00,67.59,UK,mobile,app,17,5,0,5,0
5197,1951,2023-01-23 12:00:00,61.47,ES,desktop,app,12,0,0,4,0
1113,4552,2023-10-04 23:05:00,103.26,BR,mobile,app,23,2,0,5,1
2689,3008,2023-07-02 08:11:00,128.12,JP,mobile,web,8,6,0,4,0
6473,4485,2023-11-09 08:34:00,72.36,US,mobile,ads,8,3,0,5,0
8820,3391,2023-05-20 00:20:00,19.07,US,desktop,web,0,5,1,5,0
7808,3028,2023-08-18 14:00:00,49.83,UK,mobile,app,14,4,0,2,0
3411,3708,2023-11-07 06:39:00,59.98,JP,mobile,web,6,1,1,7,0
81,2478,2023-08-30 03:16:00,14.68,US,mobile,web,3,2,0,5,0
4614,4884,2023-12-09 10:05:00,58.07,BR,mobile,app,10,5,0,5,0
1374,1260,2023-05-25 02:20:00,110.15,AU,mobile,web,2,3,0,3,0
1510,4719,2023-10-17 04:43:00,43.54,IN,tablet,app,4,1,0,2,0
6443,3881,2023-04-05 06:33:00,90.32,UK,mobile,web,6,2,0,3,0
3071,1661,2023-07-24 17:06:00,49.59,UK,mobile,app,17,0,0,2,0
3016,2408,2023-01-22 06:53:00,55.23,DE,mobile,web,6,6,0,2,0
4823,3111,2023-09-16 05:11:00,121.6,FR,mobile,web,5,5,0,6,0
7822,4092,2023-04-07 06:21:00,89.16,UK,desktop,app,6,4,0,1,0
93,2021,2023-06-14 11:04:00,202.61,ES,mobile,web,11,2,1,4,0
9421,3499,2023-02-16 13:58:00,16.39,UK,mobile,app,13,3,0,3,0
6600,3007,2023-06-13 04:58:00,98.04,US,desktop,web,4,1,0,4,0
4443,3394,2023-01-31 20:20:00,122.21,IN,mobile,ads,20,1,1,3,0
7602,2148,2023-02-02 15:47:00,172.52,DE,desktop,web,15,3,0,5,0
3835,4942,2023-04-28 18:13:00,42.24,BR,mobile,app,18,4,0,4,0
9702,1723,2023-12-23 19:15:00,68.19,US,mobile,web,19,5,1,5,0
4322,3220,2023-10-17 09:06:00,81.6,CA,mobile,ads,9,1,0,3,0
3394,3139,2023-03-15 13:35:00,64.42,FR,desktop,app,13,2,0,2,0
4752,2936,2023-10-24 05:33:00,33.22,ES,desktop,social,5,1,0,2,0
7229,2473,2023-12-16 09:22:00,73.9,IN,tablet,social,9,5,1,2,0
9191,3644,2023-06-13 13:30:00,24.39,IN,mobile,app,13,1,1,5,0
2361,1515,2023-05-18 00:18:00,45.46,ES,mobile,email,0,3,0,2,0
1148,3895,2023-12-26 09:13:00,60.33,DE,mobile,web,9,1,0,2,0
5666,1180,2023-03-31 02:25:00,148.36,IN,mobile,web,2,4,0,4,0
8075,2423,2023-03-15 09:36:00,48.23,FR,desktop,web,9,2,0,6,0
4943,4398,2023-10-06 10:46:00,171.23,CA,mobile,web,10,4,0,2,0
3663,1514,2023-08-18 04:57:00,37.01,UK,mobile,web,4,4,0,6,0
1563,4177,2023-03-31 15:05:00,45.32,US,desktop,web,15,4,1,2,0
4113,3434,2023-06-06 10:55:00,48.25,IN,mobile,email,10,1,1,2,0
9050,2189,2023-09-18 00:58:00,45.13,US,mobile,social,0,0,0,3,1
9276,3060,2023-07-30 00:45:00,63.12,ES,desktop,app,0,6,0,3,0
8538,1034,2023-12-19 09:18:00,31.31,UK,mobile,email,9,1,0,4,1
795,3502,2023-03-08 04:55:00,42.18,US,mobile,app,4,2,0,5,0
5854,4222,2023-05-08 10:25:00,102.92,US,mobile,ads,10,0,0,2,0
7619,3710,2023-12-04 08:20:00,73.53,US,mobile,app,8,0,1,2,0
1594,3708,2023-04-12 17:19:00,19.63,IN,tablet,web,17,2,0,3,0
7418,3866,2023-01-07 08:59:00,39.38,FR,mobile,ads,8,5,0,5,0
5267,4904,2023-04-14 01:08:00,30.17,DE,mobile,web,1,4,1,4,0
7147,3708,2023-11-12 12:05:00,18.4,UK,desktop,web,12,6,0,3,0
89,2585,2023-05-21 08:43:00,88.71,US,mobile,app,8,6,0,6,0
8695,3962,2023-11-25 19:54:00,23.73,UK,mobile,web,19,5,0,4,0
9732,3793,2023-05-27 17:10:00,62.99,BR,mobile,ads,17,5,0,7,0
9446,3258,2023-10-07 23:10:00,119.65,US,desktop,web,23,5,0,5,0
6754,1939,2023-05-18 10:55:00,148.71,IN,desktop,social,10,3,1,3,0
3502,4271,2023-06-01 13:00:00,62.43,IN,mobile,web,13,3,0,2,0
2234,2285,2023-04-27 14:52:00,40.8,DE,mobile,web,14,3,0,4,0
2803,4884,2023-02-20 14:54:00,77.54,US,mobile,web,14,0,0,1,0
4424,2573,2023-07-04 01:06:00,74.85,DE,desktop,web,1,1,0,1,0
5663,1580,2023-09-14 07:08:00,184.96,US,desktop,app,7,3,0,4,0
7170,2390,2023-03-10 23:29:00,18.22,UK,desktop,web,23,4,0,6,0
8337,1421,2023-10-02 04:23:00,46.14,IN,mobile,web,4,0,0,3,0
2148,4118,2023-05-24 07:44:00,101.08,JP,desktop,web,7,2,0,7,0
7969,2619,2023-07-30 00:08:00,34.3,AU,desktop,web,0,6,0,7,1
6551,1649,2023-02-17 15:02:00,253.1,JP,desktop,app,15,4,0,2,0
7643,3671,2023-11-21 05:09:00,112.47,IN,desktop,app,5,1,0,3,0
6164,2358,2023-08-29 02:21:00,44.29,JP,mobile,web,2,1,1,3,0
1495,2658,2023-01-04 18:35:00,67.4,ES,desktop,app,18,2,0,2,0
7696,1029,2023-06-11 00:58:00,52.32,ES,mobile,app,0,6,0,3,1
7094,3985,2023-01-14 07:18:00,95.34,IN,desktop,web,7,5,0,4,0
1409,3560,2023-03-11 11:05:00,130.44,ES,mobile,web,11,5,0,4,0
6691,3254,2023-03-15 20:51:00,26.06,US,mobile,web,20,2,0,4,0
3401,4716,2023-01-16 07:52:00,106.77,BR,mobile,web,7,0,0,2,0
109,4934,2023-11-20 06:03:00,71.79,ES,desktop,web,6,0,1,2,0
5636,3883,2023-02-19 12:21:00,165.23,US,desktop,web,12,6,0,3,0
8482,1579,2023-07-10 13:11:00,198.32,US,desktop,ads,13,0,0,2,0
6604,1203,2023-04-18 21:15:00,86.17,UK,mobile,web,21,1,0,2,0
1091,4981,2023-03-23 22:36:00,138.35,AU,mobile,app,22,3,0,4,1
5560,1273,2023-03-24 09:12:00,40.44,AU,desktop,web,9,4,0,3,0
9412,1534,2023-12-30 06:31:00,117.4,IN,mobile,web,6,5,0,4,0
8143,3778,2023-12-22 10:01:00,130.77,ES,mobile,app,10,4,0,2,0
8664,4510,2023-09-19 16:23:00,38.24,JP,mobile,web,16,1,0,3,0
6596,4551,2023-11-03 16:18:00,10.02,UK,mobile,web,16,4,1,1,0
624,2141,2023-11-05 05:35:00,16.15,CA,desktop,web,5,6,0,2,0
6871,1924,2023-01-04 11:03:00,46.64,DE,mobile,app,11,2,0,4,0
4814,3567,2023-01-29 02:51:00,130.95,US,desktop,app,2,6,0,3,1
6553,1394,2023-04-10 20:15:00,42.09,UK,desktop,app,20,0,0,2,0
7530,3934,2023-04-12 09:11:00,31.3,JP,desktop,web,9,2,0,3,0
5796,3156,2023-10-20 10:48:00,62.79,JP,mobile,app,10,4,0,2,0
7437,1614,2023-07-06 05:19:00,156.74,DE,mobile,web,5,3,0,2,0
4218,2098,2023-03-08 21:59:00,11.9,BR,mobile,web,21,2,0,6,0
5941,1680,2023-01-02 12:15:00,15.75,US,mobile,web,12,0,0,4,0
8501,2786,2023-11-13 09:59:00,71.44,JP,mobile,web,9,0,1,2,0
6429,3581,2023-09-28 18:45:00,36.77,AU,mobile,app,18,3,0,3,0
6827,1941,2023-12-29 04:44:00,114.03,IN,mobile,app,4,4,0,6,0
4131,4690,2023-01-07 13:50:00,20.69,IN,mobile,web,13,5,0,5,0
7802,1925,2023-10-18 20:18:00,131.29,FR,tablet,web,20,2,1,5,0
7754,2387,2023-10-15 05:32:00,47.95,DE,desktop,web,5,6,1,3,0
4722,2257,2023-11-11 06:26:00,62.62,US,mobile,social,6,5,1,4,0
1651,1341,2023-12-22 20:45:00,172.24,UK,desktop,web,20,4,1,4,1
4141,2547,2023-08-24 08:26:00,122.91,DE,desktop,app,8,3,0,3,0
